Measurement Name,Time,Longitude,Latitude,LTE RSRP,LTE PUCCH TX Power
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:32,22.371425,37.5271916666667,,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:33,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:33,22.371425,37.5271916666667,-92.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:34,22.371425,37.5271916666667,-92.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:34,22.371425,37.5271916666667,-92.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:35,22.371425,37.5271916666667,-92.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:35,22.371425,37.5271916666667,-92.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:36,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:36,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:37,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:37,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:38,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:38,22.371425,37.5271916666667,-92.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:39,22.371425,37.5271916666667,-92.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:39,22.371425,37.5271916666667,-92.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:40,22.371425,37.5271916666667,-92.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:40,22.371425,37.5271916666667,-92.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:41,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:41,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:42,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:42,22.371425,37.5271916666667,-92.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:43,22.371425,37.5271916666667,-92.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:43,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:44,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:44,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:45,22.371425,37.5271916666667,-92.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:45,22.371425,37.5271916666667,-92.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:46,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:46,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:47,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:47,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:48,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:48,22.371425,37.5271916666667,-93,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:49,22.371425,37.5271916666667,-93,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:49,22.371425,37.5271916666667,-93,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:50,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:50,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:51,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:51,22.371425,37.5271916666667,-92.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:52,22.371425,37.5271916666667,-92.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:52,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:53,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:53,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:54,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:54,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:55,22.371425,37.5271916666667,-93.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:55,22.371425,37.5271916666667,-93.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:56,22.371425,37.5271916666667,-93.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:56,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:57,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:57,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:58,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:58,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:59,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:16:59,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:00,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:00,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:01,22.371425,37.5271916666667,-93.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:01,22.371425,37.5271916666667,-93.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:02,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:02,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:03,22.371425,37.5271916666667,-93.0625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:03,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:04,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:04,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:05,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:05,22.371425,37.5271916666667,-92.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:06,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:06,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:07,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:07,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:08,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:08,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:09,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:09,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:10,22.371425,37.5271916666667,-92.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:10,22.371425,37.5271916666667,-92.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:11,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:11,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:12,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:12,22.371425,37.5271916666667,-93,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:13,22.371425,37.5271916666667,-93,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:13,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:14,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:14,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:15,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:15,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:16,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:16,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:17,22.371425,37.5271916666667,-92.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:17,22.371425,37.5271916666667,-92.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:18,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:18,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:19,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:19,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:20,22.371425,37.5271916666667,-92.875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:20,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:21,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:21,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:22,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:22,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:23,22.371425,37.5271916666667,-92.9375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:23,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:24,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:24,22.371425,37.5271916666667,-93.125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:25,22.371425,37.5271916666667,-93.125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:25,22.371425,37.5271916666667,-93.125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:26,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:26,22.371425,37.5271916666667,-93.25,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:27,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:27,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:28,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:28,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:29,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:29,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:30,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:30,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:31,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:31,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:32,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:32,22.371425,37.5271916666667,-93.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:33,22.371425,37.5271916666667,-93.5625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:33,22.371425,37.5271916666667,-93.6875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:34,22.371425,37.5271916666667,-93.6875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:34,22.371425,37.5271916666667,-93.6875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:35,22.371425,37.5271916666667,-93.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:35,22.371425,37.5271916666667,-93.8125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:36,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:36,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:37,22.371425,37.5271916666667,-93.4375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:37,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:38,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:38,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:39,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:39,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:40,22.371425,37.5271916666667,-93.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:40,22.371425,37.5271916666667,-93.625,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:41,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:41,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:42,22.371425,37.5271916666667,-93.75,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:42,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:43,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:43,22.371425,37.5271916666667,-93.3125,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:44,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:44,22.371425,37.5271916666667,-93.375,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:45,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:45,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:46,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:46,22.371425,37.5271916666667,-93.6875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:47,22.371425,37.5271916666667,-93.6875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:47,22.371425,37.5271916666667,-93.5,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:48,22.371425,37.5271916666667,-93.5,2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:48,22.371425,37.5271916666667,-93.1875,-1
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:49,22.371425,37.5271916666667,-93.375,-3
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:49,22.371425,37.5271916666667,-93.375,-3
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:50,22.371425,37.5271916666667,-93.25,-5
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:50,22.371425,37.5271916666667,-93.25,-5
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:51,22.371425,37.5271916666667,-92.75,-5
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:51,22.371425,37.5271916666667,-93,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:52,22.371425,37.5271916666667,-93,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:52,22.371425,37.5271916666667,-93.25,-3
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:53,22.371425,37.5271916666667,-93.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:53,22.371425,37.5271916666667,-93.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:54,22.371425,37.5271916666667,-93,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:54,22.371425,37.5271916666667,-93,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:55,22.371425,37.5271916666667,-93.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:55,22.371425,37.5271916666667,-93.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:56,22.371425,37.5271916666667,-93.0625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:56,22.371425,37.5271916666667,-93.0625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:57,22.371425,37.5271916666667,-93.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:57,22.371425,37.5271916666667,-93.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:58,22.371425,37.5271916666667,-92.875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:58,22.371425,37.5271916666667,-92.875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:59,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:17:59,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:00,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:00,22.371425,37.5271916666667,-94.0625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:01,22.371425,37.5271916666667,-94.0625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:01,22.371425,37.5271916666667,-94,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:02,22.371425,37.5271916666667,-94,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:02,22.371425,37.5271916666667,-94,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:03,22.371425,37.5271916666667,-94.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:03,22.371425,37.5271916666667,-94.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:04,22.371425,37.5271916666667,-94.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:04,22.371425,37.5271916666667,-94.125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:05,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:05,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:06,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:06,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:07,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:07,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:08,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:08,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:09,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:09,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:10,22.371425,37.5271916666667,-93.75,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:10,22.371425,37.5271916666667,-93.75,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:11,22.371425,37.5271916666667,-93.75,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:11,22.371425,37.5271916666667,-93.625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:12,22.371425,37.5271916666667,-93.625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:12,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:13,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:13,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:14,22.371425,37.5271916666667,-93.4375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:14,22.371425,37.5271916666667,-93.4375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:15,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:15,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:16,22.371425,37.5271916666667,-93.8125,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:16,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:17,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:17,22.371425,37.5271916666667,-93.6875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:18,22.371425,37.5271916666667,-93.6875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:18,22.371425,37.5271916666667,-93.6875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:19,22.371425,37.5271916666667,-93.25,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:19,22.371425,37.5271916666667,-93.25,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:20,22.371425,37.5271916666667,-93.25,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:20,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:21,22.371425,37.5271916666667,-93.5625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:21,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:22,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:22,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:23,22.371425,37.5271916666667,-93.625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:23,22.371425,37.5271916666667,-93.625,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:24,22.371425,37.5271916666667,-94.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:24,22.371425,37.5271916666667,-94.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:25,22.371425,37.5271916666667,-94.1875,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:25,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:26,22.371425,37.5271916666667,-93.9375,-2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:26,22.371425,37.5271916666667,-93.375,2
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:27,22.371425,37.5271916666667,-93.375,3
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:27,22.371425,37.5271916666667,-93.4375,3
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:28,22.371425,37.5271916666667,-93.1875,7
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:28,22.371425,37.5271916666667,-93.1875,7
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:29,22.371425,37.5271916666667,-93.3125,7
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:29,22.371425,37.5271916666667,-93.3125,8
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:30,22.371425,37.5271916666667,-93.75,8
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:30,22.371425,37.5271916666667,-93.125,7
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:31,22.371425,37.5271916666667,-93.125,6
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:31,22.371425,37.5271916666667,-93.3125,6
group15_A_N_20250120-141601.1.echo,01/20/2025 14:18:32,22.371425,37.5271916666667,-93.3125,6
